time_seconds,tail_orientation_radians,tail_velocity,e_F_x,e_F_y,e_F_z,F_sub_x,F_sub_y,F_sub_z,F_total,F_applied?,A_tilde,Wind_x,Wind_y,Wind_z,friction,damping,vel_setpoint,vel_applied,effort_setpoint,effort_applied,effort_measured,fx,fy,fz,tx,ty,tz
0.0875,"tensor([[0.2685]], device='cuda:0')","tensor([[8.5711]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.9642, device='cuda:0')","tensor(0.2653, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.8682, device='cuda:0')","tensor(0.2389, device='cuda:0')","tensor(0.9005, device='cuda:0')",True,0.069649959274102,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,16.66666603088379,8.571142196655273,0.0,0.0,80.14128875732422,"tensor(-509.9424, device='cuda:0')","tensor(-0.7445, device='cuda:0')","tensor(-1.7455e-05, device='cuda:0')","tensor(-0.5212, device='cuda:0')","tensor(13.6097, device='cuda:0')","tensor(80.1413, device='cuda:0')"
0.09166666666666666,"tensor([[0.3057]], device='cuda:0')","tensor([[9.2538]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.9536, device='cuda:0')","tensor(0.3010, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(1.0010, device='cuda:0')","tensor(0.3159, device='cuda:0')","tensor(1.0496, device='cuda:0')",True,0.06964993959991261,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,17.5,9.253790855407715,0.0,0.0,81.72301483154297,"tensor(-509.8810, device='cuda:0')","tensor(-0.8683, device='cuda:0')","tensor(-1.7452e-05, device='cuda:0')","tensor(-0.6078, device='cuda:0')","tensor(13.5667, device='cuda:0')","tensor(81.7231, device='cuda:0')"
0.09583333333333333,"tensor([[0.3458]], device='cuda:0')","tensor([[9.9485]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.9408, device='cuda:0')","tensor(0.3389, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(1.1414, device='cuda:0')","tensor(0.4112, device='cuda:0')","tensor(1.2132, device='cuda:0')",True,0.06965003805817105,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,18.33333396911621,9.94851303100586,0.0,0.0,83.18206024169922,"tensor(-509.8040, device='cuda:0')","tensor(-1.0011, device='cuda:0')","tensor(-1.7450e-05, device='cuda:0')","tensor(-0.7008, device='cuda:0')","tensor(13.5128, device='cuda:0')","tensor(83.1820, device='cuda:0')"
0.1,"tensor([[0.3888]], device='cuda:0')","tensor([[10.6544]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.9254, device='cuda:0')","tensor(0.3790, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(1.2876, device='cuda:0')","tensor(0.5274, device='cuda:0')","tensor(1.3914, device='cuda:0')",True,0.06964998197508976,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,19.16666603088379,10.654369354248047,0.0,0.0,84.52862548828125,"tensor(-509.7088, device='cuda:0')","tensor(-1.1415, device='cuda:0')","tensor(-1.7447e-05, device='cuda:0')","tensor(-0.7990, device='cuda:0')","tensor(13.4461, device='cuda:0')","tensor(84.5286, device='cuda:0')"
0.10416666666666667,"tensor([[0.4347]], device='cuda:0')","tensor([[11.3705]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.9070, device='cuda:0')","tensor(0.4211, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(1.4374, device='cuda:0')","tensor(0.6674, device='cuda:0')","tensor(1.5847, device='cuda:0')",True,0.06964996276656166,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,20.0,11.370495796203613,0.0,0.0,85.77252960205078,"tensor(-509.5925, device='cuda:0')","tensor(-1.2877, device='cuda:0')","tensor(-1.7443e-05, device='cuda:0')","tensor(-0.9014, device='cuda:0')","tensor(13.3647, device='cuda:0')","tensor(85.7726, device='cuda:0')"
0.10833333333333334,"tensor([[0.4837]], device='cuda:0')","tensor([[12.0961]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.8853, device='cuda:0')","tensor(0.4650, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(1.5878, device='cuda:0')","tensor(0.8340, device='cuda:0')","tensor(1.7935, device='cuda:0')",True,0.06965003814548254,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,20.83333396911621,12.096107482910156,0.0,0.0,86.92240905761719,"tensor(-509.4525, device='cuda:0')","tensor(-1.4374, device='cuda:0')","tensor(-1.7438e-05, device='cuda:0')","tensor(-1.0062, device='cuda:0')","tensor(13.2667, device='cuda:0')","tensor(86.9224, device='cuda:0')"
0.1125,"tensor([[0.5357]], device='cuda:0')","tensor([[12.8305]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.8599, device='cuda:0')","tensor(0.5104, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(1.7352, device='cuda:0')","tensor(1.0299, device='cuda:0')","tensor(2.0178, device='cuda:0')",True,0.06964997213799506,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,21.66666603088379,12.830476760864258,0.0,0.0,87.98628234863281,"tensor(-509.2859, device='cuda:0')","tensor(-1.5878, device='cuda:0')","tensor(-1.7432e-05, device='cuda:0')","tensor(-1.1115, device='cuda:0')","tensor(13.1501, device='cuda:0')","tensor(87.9863, device='cuda:0')"
0.11666666666666667,"tensor([[0.5907]], device='cuda:0')","tensor([[13.5729]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.8305, device='cuda:0')","tensor(0.5570, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(1.8755, device='cuda:0')","tensor(1.2577, device='cuda:0')","tensor(2.2581, device='cuda:0')",True,0.0696499569748994,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,22.5,13.572948455810547,0.0,0.0,88.97200012207031,"tensor(-509.0899, device='cuda:0')","tensor(-1.7353, device='cuda:0')","tensor(-1.7425e-05, device='cuda:0')","tensor(-1.2147, device='cuda:0')","tensor(13.0130, device='cuda:0')","tensor(88.9720, device='cuda:0')"
0.12083333333333333,"tensor([[0.6489]], device='cuda:0')","tensor([[14.3229]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.7967, device='cuda:0')","tensor(0.6043, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(2.0035, device='cuda:0')","tensor(1.5196, device='cuda:0')","tensor(2.5146, device='cuda:0')",True,0.06964999751653522,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,23.33333396911621,14.322920799255371,0.0,0.0,89.88613891601562,"tensor(-508.8622, device='cuda:0')","tensor(-1.8755, device='cuda:0')","tensor(-1.7418e-05, device='cuda:0')","tensor(-1.3129, device='cuda:0')","tensor(12.8535, device='cuda:0')","tensor(89.8862, device='cuda:0')"
0.125,"tensor([[0.7102]], device='cuda:0')","tensor([[15.0798]], device='cuda:0')","tensor(-0., device='cuda:0')","tensor(0.7582, device='cuda:0')","tensor(0.6520, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(2.1134, device='cuda:0')","tensor(1.8174, device='cuda:0')","tensor(2.7874, device='cuda:0')",True,0.06964997440809384,"tensor(-0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.20000000298023224,10.0,24.16666603088379,15.07984733581543,0.0,0.0,90.73515319824219,"tensor(-508.6002, device='cuda:0')","tensor(-2.0035, device='cuda:0')","tensor(-1.7409e-05, device='cuda:0')","tensor(-1.4024, device='cuda:0')","tensor(12.6701, device='cuda:0')","tensor(90.7352, device='cuda:0')"
