time_seconds,friction,damping,vel_setpoint,effort_setpoint,vel_joint,effort_joint,effort_joint(articulation_view),computed_effort
0.016666666666666666,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.5,10.0,3.3333332538604736,0.0,0.6637904047966003,33.33333206176758,0.0,33.33333206176758
0.05,0.5,10.0,6.666666507720947,0.0,2.0764307975769043,60.02876281738281,0.0,60.02876281738281
0.06666666666666667,0.5,10.0,10.0,0.0,4.032590866088867,79.2356948852539,0.0,79.2356948852539
0.08333333333333333,0.5,10.0,13.333333015441895,0.0,6.377904415130615,93.0074234008789,0.0,93.0074234008789
0.1,0.5,10.0,16.66666603088379,0.0,9.00184154510498,102.88761138916016,0.0,102.88761138916016
0.11666666666666667,0.5,10.0,20.0,0.0,11.825267791748047,109.98158264160156,0.0,109.98158264160156
0.13333333333333333,0.5,10.0,23.33333396911621,0.0,14.791529655456543,115.08065795898438,0.0,115.08065795898438
0.15,0.5,10.0,26.66666603088379,0.0,17.86005973815918,118.7513656616211,0.0,118.7513656616211
0.16666666666666666,0.5,10.0,30.0,0.0,21.001808166503906,121.39939880371094,0.0,121.39939880371094
0.18333333333333332,0.5,10.0,33.33333206176758,0.0,24.195980072021484,123.31523895263672,0.0,123.31523895263672
0.2,0.5,10.0,36.66666793823242,0.0,27.427690505981445,124.70687866210938,0.0,124.70687866210938
0.21666666666666667,0.5,10.0,40.0,0.0,30.68627166748047,125.72309875488281,0.0,125.72309875488281
0.23333333333333334,0.5,10.0,43.33333206176758,0.0,33.964080810546875,126.4706039428711,0.0,126.4706039428711
0.25,0.5,10.0,46.66666793823242,0.0,37.25567626953125,127.02587127685547,0.0,127.02587127685547
0.26666666666666666,0.5,10.0,50.0,0.0,40.55714416503906,127.4432373046875,0.0,127.4432373046875
0.2833333333333333,0.5,10.0,53.33333206176758,0.0,43.86566925048828,127.76187896728516,0.0,127.76187896728516
0.3,0.5,10.0,56.66666793823242,0.0,47.17924880981445,128.00997924804688,0.0,128.00997924804688
0.31666666666666665,0.5,10.0,60.0,0.0,50.4964599609375,128.20751953125,0.0,128.20751953125
0.3333333333333333,0.5,10.0,63.33333206176758,0.0,53.81624221801758,128.36871337890625,0.0,128.36871337890625
0.35,0.5,10.0,66.66666412353516,0.0,57.13787841796875,128.50421142578125,0.0,128.50421142578125
0.36666666666666664,0.5,10.0,70.0,0.0,60.460853576660156,128.6212158203125,0.0,128.6212158203125
0.3833333333333333,0.5,10.0,73.33333587646484,0.0,63.784786224365234,128.72482299804688,0.0,128.72482299804688
0.4,0.5,10.0,76.66666412353516,0.0,67.1093978881836,128.81878662109375,0.0,128.81878662109375
0.4166666666666667,0.5,10.0,80.0,0.0,70.43448638916016,128.90602111816406,0.0,128.90602111816406
0.43333333333333335,0.5,10.0,80.0,0.0,72.81520080566406,95.65513610839844,0.0,95.65513610839844
0.45,0.5,10.0,80.0,0.0,74.5197525024414,71.84799194335938,0.0,71.84799194335938
0.4666666666666667,0.5,10.0,80.0,0.0,75.74017333984375,54.80247497558594,0.0,54.80247497558594
0.48333333333333334,0.5,10.0,80.0,0.0,76.61397552490234,42.5982666015625,0.0,42.5982666015625
0.5,0.5,10.0,80.0,0.0,77.23963165283203,33.86024475097656,0.0,33.86024475097656
0.5166666666666666,0.5,10.0,80.0,0.0,77.68757629394531,27.603683471679688,0.0,27.603683471679688
0.5333333333333333,0.5,10.0,80.0,0.0,78.00828552246094,23.124237060546875,0.0,23.124237060546875
0.55,0.5,10.0,80.0,0.0,78.2379150390625,19.917144775390625,0.0,19.917144775390625
0.5666666666666667,0.5,10.0,80.0,0.0,78.40231323242188,17.620849609375,0.0,17.620849609375
0.5833333333333334,0.5,10.0,80.0,0.0,78.52001190185547,15.97686767578125,0.0,15.97686767578125
0.6,0.5,10.0,80.0,0.0,78.60431671142578,14.799880981445312,0.0,14.799880981445312
0.6166666666666667,0.5,10.0,80.0,0.0,78.66466522216797,13.956832885742188,0.0,13.956832885742188
0.6333333333333333,0.5,0.0,0.0,0.0,78.2602310180664,-786.6466674804688,0.0,-786.6466674804688
0.65,0.5,0.0,0.0,0.0,77.85613250732422,-782.602294921875,0.0,-782.602294921875
0.6666666666666666,0.5,0.0,0.0,0.0,77.4523696899414,-778.5613403320312,0.0,-778.5613403320312
0.6833333333333333,0.5,0.0,0.0,0.0,77.04894256591797,-774.523681640625,0.0,-774.523681640625
0.7,0.5,0.0,0.0,0.0,76.6458511352539,-770.4894409179688,0.0,-770.4894409179688
0.7166666666666667,0.5,0.0,0.0,0.0,76.24309539794922,-766.45849609375,0.0,-766.45849609375
0.7333333333333333,0.5,0.0,0.0,0.0,75.8406753540039,-762.4309692382812,0.0,-762.4309692382812
0.75,0.5,0.0,0.0,0.0,75.43859100341797,-758.40673828125,0.0,-758.40673828125
0.7666666666666666,0.5,0.0,0.0,0.0,75.0368423461914,-754.3859252929688,0.0,-754.3859252929688
0.7833333333333333,0.5,0.0,0.0,0.0,74.63542938232422,-750.368408203125,0.0,-750.368408203125
0.8,0.5,0.0,0.0,0.0,74.2343521118164,-746.3543090820312,0.0,-746.3543090820312
0.8166666666666667,0.5,0.0,0.0,0.0,73.83361053466797,-742.343505859375,0.0,-742.343505859375
0.8333333333333334,0.5,0.0,0.0,0.0,73.43319702148438,-738.3361206054688,0.0,-738.3361206054688
0.85,0.5,0.0,0.0,0.0,73.03311920166016,-734.3319702148438,0.0,-734.3319702148438
0.8666666666666667,0.5,0.0,0.0,0.0,72.63337707519531,-730.3311767578125,0.0,-730.3311767578125
0.8833333333333333,0.5,0.0,0.0,0.0,72.23396301269531,-726.333740234375,0.0,-726.333740234375
0.9,0.5,0.0,0.0,0.0,71.83488464355469,-722.339599609375,0.0,-722.339599609375
0.9166666666666666,0.5,0.0,0.0,0.0,71.43614196777344,-718.348876953125,0.0,-718.348876953125
0.9333333333333333,0.5,0.0,0.0,0.0,71.03772735595703,-714.3614501953125,0.0,-714.3614501953125
0.95,0.5,0.0,0.0,0.0,70.6396484375,-710.3772583007812,0.0,-710.3772583007812
0.9666666666666667,0.5,0.0,0.0,0.0,70.24189758300781,-706.396484375,0.0,-706.396484375
0.9833333333333333,0.5,0.0,0.0,0.0,69.844482421875,-702.4189453125,0.0,-702.4189453125
1.0,0.5,0.0,0.0,0.0,69.44739532470703,-698.44482421875,0.0,-698.44482421875
1.0166666666666666,0.5,0.0,0.0,0.0,69.0506362915039,-694.4739379882812,0.0,-694.4739379882812
1.0333333333333332,0.5,0.0,0.0,0.0,68.65421295166016,-690.50634765625,0.0,-690.50634765625
1.05,0.5,0.0,0.0,0.0,68.25811767578125,-686.5421142578125,0.0,-686.5421142578125
1.0666666666666667,0.5,0.0,0.0,0.0,67.86235046386719,-682.5811767578125,0.0,-682.5811767578125
1.0833333333333333,0.5,0.0,0.0,0.0,67.4669189453125,-678.62353515625,0.0,-678.62353515625
1.1,0.5,0.0,0.0,0.0,67.07181549072266,-674.669189453125,0.0,-674.669189453125
1.1166666666666667,0.5,0.0,0.0,0.0,66.67704010009766,-670.7181396484375,0.0,-670.7181396484375
1.1333333333333333,0.5,0.0,0.0,0.0,66.2825927734375,-666.7703857421875,0.0,-666.7703857421875
1.15,0.5,0.0,0.0,0.0,65.88847351074219,-662.825927734375,0.0,-662.825927734375
1.1666666666666667,0.5,0.0,0.0,0.0,65.49468231201172,-658.884765625,0.0,-658.884765625
1.1833333333333333,0.5,0.0,0.0,0.0,65.1012191772461,-654.9468383789062,0.0,-654.9468383789062
1.2,0.5,0.0,0.0,0.0,64.70808410644531,-651.01220703125,0.0,-651.01220703125
1.2166666666666666,0.5,0.0,0.0,0.0,64.31527709960938,-647.080810546875,0.0,-647.080810546875
1.2333333333333334,0.5,0.0,0.0,0.0,63.92279815673828,-643.1527709960938,0.0,-643.1527709960938
1.25,0.5,0.0,0.0,0.0,63.53064727783203,-639.2279663085938,0.0,-639.2279663085938
1.2666666666666666,0.5,0.0,0.0,0.0,63.138824462890625,-635.3064575195312,0.0,-635.3064575195312
1.2833333333333332,0.5,0.0,0.0,0.0,62.7473258972168,-631.3882446289062,0.0,-631.3882446289062
1.3,0.5,0.0,0.0,0.0,62.35615539550781,-627.4732666015625,0.0,-627.4732666015625
1.3166666666666667,0.5,0.0,0.0,0.0,61.965309143066406,-623.5615234375,0.0,-623.5615234375
1.3333333333333333,0.5,0.0,0.0,0.0,61.57478713989258,-619.653076171875,0.0,-619.653076171875
1.35,0.5,0.0,0.0,0.0,61.184593200683594,-615.7478637695312,0.0,-615.7478637695312
1.3666666666666667,0.5,0.0,0.0,0.0,60.79472351074219,-611.845947265625,0.0,-611.845947265625
1.3833333333333333,0.5,0.0,0.0,0.0,60.40517807006836,-607.947265625,0.0,-607.947265625
