time_seconds,Wind torque magnitude,F_sub_x,F_sub_y,F_sub_z,F_total,F_applied?,A_tilde,Wind_x,Wind_y,Wind_z,TailDrive_friction,TailDrive_damping,TailDrive_stiffness,TailDrive_position_setpoint,TailDrive_velocity_setpoint,TailDrive_effort_setpoint,TailDrive_effort_measured,TailDrive_effort_applied,TailDrive_position,TailDrive_velocity,Root_Body_position_x,Root_Body_position_y,Root_Body_position_z,Root_Body_velocity_x,Root_Body_velocity_y,Root_Body_velocity_z,Root_Body_acceleration_x,Root_Body_acceleration_y,Root_Body_acceleration_z,Root_Body_angular_velocity_x,Root_Body_angular_velocity_y,Root_Body_angular_velocity_z,Root_Body_angular_acceleration_x,Root_Body_angular_acceleration_y,Root_Body_angular_acceleration_z,Body_position_x,Body_position_y,Body_position_z,Body_velocity_x,Body_velocity_y,Body_velocity_z,Body_acceleration_x,Body_acceleration_y,Body_acceleration_z,Body_angular_velocity_x,Body_angular_velocity_y,Body_angular_velocity_z,Body_angular_acceleration_x,Body_angular_acceleration_y,Body_angular_acceleration_z,Tail_position_x,Tail_position_y,Tail_position_z,Tail_velocity_x,Tail_velocity_y,Tail_velocity_z,Tail_acceleration_x,Tail_acceleration_y,Tail_acceleration_z,Tail_angular_velocity_x,Tail_angular_velocity_y,Tail_angular_velocity_z,Tail_angular_acceleration_x,Tail_angular_acceleration_y,Tail_angular_acceleration_z,Endeffector_position_x,Endeffector_position_y,Endeffector_position_z,Endeffector_velocity_x,Endeffector_velocity_y,Endeffector_velocity_z,Endeffector_acceleration_x,Endeffector_acceleration_y,Endeffector_acceleration_z,Endeffector_angular_velocity_x,Endeffector_angular_velocity_y,Endeffector_angular_velocity_z,Endeffector_angular_acceleration_x,Endeffector_angular_acceleration_y,Endeffector_angular_acceleration_z,Body_Root_FixedJoint_force_x,Body_Root_FixedJoint_force_y,Body_Root_FixedJoint_force_z,Body_Root_FixedJoint_torque_x,Body_Root_FixedJoint_torque_y,Body_Root_FixedJoint_torque_z,TailDrive_force_x,TailDrive_force_y,TailDrive_force_z,TailDrive_torque_x,TailDrive_torque_y,TailDrive_torque_z,Tail_Endeffector_FixedJoint_force_x,Tail_Endeffector_FixedJoint_force_y,Tail_Endeffector_FixedJoint_force_z,Tail_Endeffector_FixedJoint_torque_x,Tail_Endeffector_FixedJoint_torque_y,Tail_Endeffector_FixedJoint_torque_z
0.0017241379310344827,tensor(8.1034),46.304996490478516,-0.0,-0.0,46.304996490478516,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,0.0,0.0,6.648938066788901e-10,0.0,-2.2303525214305645e-18,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700000047683716,0.5,1.350000023841858,0.0,4.330461435833866e-20,4.405187987740431e-29,0.0,8.673617379884035e-18,4.4428646182047385e-26,0.0,0.0,0.0,-7.979727989493313e-17,0.0,0.0,2.700000047683716,0.5,1.7000000476837158,0.0,-3.4707185353502613e-19,4.405187987740431e-29,0.0,-2.3418766925686896e-16,4.4428646182047385e-26,0.0,0.0,0.0,-7.979727989493313e-17,0.0,0.0,0.0,1.0321604682062002e-16,497.36712646484375,-9.540979117872439e-18,-4.806969165802002,2.1250362580715887e-17,0.0,6.0718981933398795e-18,6.867098331451416,6.648938066788901e-10,-3.80832165802758e-09,3.367323648157842e-27,0.0,-2.341876551366374e-21,9.810000483412296e-05,-1.344156123211926e-12,-2.5039605805465825e-12,-5.977539462903153e-29
0.0034482758620689655,tensor(8.1034),46.30521011352539,0.12411610782146454,3.6883793654851615e-05,46.30537414550781,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,0.17241379618644714,0.0,11.409504890441895,5.34340763092041,0.00029513644403778017,0.17187945544719696,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.49989670515060425,1.3499999046325684,0.0,-0.06015787646174431,1.6641897929159377e-11,0.0,-34.89156723022461,9.652301180551603e-09,0.17187945544719696,0.0,0.0,99.6900863647461,0.0,0.0,2.6999998092651367,0.4997934103012085,1.6999998092651367,0.0,-0.12031576037406921,1.6641897929159377e-11,0.0,-69.78314208984375,9.652301180551603e-09,0.17187945544719696,0.0,0.0,99.6900863647461,0.0,0.0,-46.304996490478516,-24.42477035522461,497.36712646484375,11.410202980041504,-21.01371955871582,-17.09735870361328,-46.304988861083984,-24.422761917114258,6.874305248260498,11.409504890441895,-16.206743240356445,-9.104190290543102e-09,0.0,-0.0006978022865951061,9.830592898651958e-05,0.000996900605969131,-2.5092161421574888e-12,-1.7811101551967745e-11
0.005172413793103448,tensor(8.1036),46.30573272705078,0.2486221045255661,0.00022021078621037304,46.306400299072266,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,0.3448275923728943,0.0,11.487250328063965,5.3435564041137695,0.0008875190978869796,0.3442932367324829,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.4996894598007202,1.3499997854232788,0.0,-0.120502769947052,-5.3390558605315164e-05,0.0,-35.000038146972656,-0.020669234916567802,0.34429317712783813,0.0,0.0,100.00018310546875,0.0,0.0,2.6999998092651367,0.49937891960144043,1.6999995708465576,0.0,-0.241005539894104,-0.00010678166290745139,0.0,-70.00007629394531,-0.04133862629532814,0.34429317712783813,0.0,0.0,100.00018310546875,0.0,0.0,-46.30521011352539,-24.624858856201172,497.3526306152344,11.488680839538574,-21.003633499145508,-17.242170333862305,-46.305206298828125,-24.61875343322754,6.8744378089904785,11.487250328063965,-16.20682144165039,-9.907181741652948e-09,0.0,-0.0006999137112870812,9.830764611251652e-05,0.0010000875918194652,-2.5092601607656917e-12,-1.7864995940919393e-11
0.006896551724137931,tensor(8.1039),46.30669021606445,0.37313491106033325,0.0006631185533478856,46.30819320678711,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,0.517241358757019,0.0,11.52892780303955,5.344152450561523,0.0017771595157682896,0.5167069435119629,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.4993780255317688,1.3499994277954102,0.0,-0.18084725737571716,-0.00023198679264169186,0.0,-34.999969482421875,-0.07254165410995483,0.5167068839073181,0.0,0.0,99.99993133544922,0.0,0.0,2.6999998092651367,0.4987560212612152,1.6999988555908203,0.0,-0.36169448494911194,-0.0004639764374587685,0.0,-69.99993133544922,-0.14508385956287384,0.5167068839073181,0.0,0.0,99.99993133544922,0.0,0.0,-46.30573272705078,-24.749269485473633,497.31610107421875,11.531044960021973,-20.97826385498047,-17.338886260986328,-46.305728912353516,-24.73714828491211,6.860067844390869,11.52892780303955,-16.207002639770508,-1.1536973154591124e-08,0.0,-0.0006998263415880501,9.789297473616898e-05,0.0010001714108511806,-2.4986759623174537e-12,-1.7862766821252762e-11
0.008620689655172414,tensor(8.1044),46.308013916015625,0.4976576268672943,0.0014758935431018472,46.31068801879883,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,0.6896551847457886,0.0,11.569933891296387,5.344152450561523,0.0029640565626323223,0.6891207695007324,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.4989626109600067,1.3499984741210938,0.0,-0.241191565990448,-0.0005897348746657372,0.0,-34.99983596801758,-0.15564358234405518,0.6891206502914429,0.0,0.0,100.00022888183594,0.0,0.0,2.6999998092651367,0.4979252219200134,1.6999969482421875,0.0,-0.4823831021785736,-0.0011794830206781626,0.0,-69.99967193603516,-0.3112890422344208,0.6891206502914429,0.0,0.0,100.00022888183594,0.0,0.0,-46.30668640136719,-24.873735427856445,497.25750732421875,11.572775840759277,-20.937549591064453,-17.440399169921875,-46.306678771972656,-24.853578567504883,6.831175327301025,11.569933891296387,-16.20733642578125,-5.909011058236047e-09,0.0,-0.0006997120217420161,9.706144192023203e-05,0.0010002604685723782,-2.4774511869080085e-12,-1.7859847281642693e-11
0.010344827586206896,tensor(8.1049),46.30970764160156,0.6221917867660522,0.0027679279446601868,46.31388854980469,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,0.8620689511299133,0.0,11.610213279724121,5.345344543457031,0.00444821547716856,0.8615344166755676,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.4984431564807892,1.3499964475631714,0.0,-0.30153489112854004,-0.0011803077068179846,0.0,-34.999366760253906,-0.26994800567626953,0.8615343570709229,0.0,0.0,100.00010681152344,0.0,0.0,2.6999998092651367,0.496886283159256,1.6999928951263428,0.0,-0.6030697822570801,-0.0023606226313859224,0.0,-69.99873352050781,-0.5398969054222107,0.8615343570709229,0.0,0.0,100.00010681152344,0.0,0.0,-46.308013916015625,-24.9979305267334,497.1766662597656,11.613743782043457,-20.881389617919922,-17.54657745361328,-46.308006286621094,-24.967966079711914,6.787781238555908,11.610213279724121,-16.207799911499023,-1.5682516618653608e-08,0.0,-0.0006995680159889162,9.581374615663663e-05,0.0010003455681726336,-2.4456044828147228e-12,-1.78561714025971e-11
0.01206896551724138,tensor(8.1056),46.311767578125,0.7467403411865234,0.004653338808566332,46.317787170410156,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,1.034482717514038,0.0,11.649837493896484,5.344152450561523,0.00622963160276413,1.033948302268982,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.49781960248947144,1.349993109703064,0.0,-0.3618762195110321,-0.0020576007664203644,0.0,-34.998592376708984,-0.41546714305877686,1.0339481830596924,0.0,0.0,100.00019073486328,0.0,0.0,2.6999998092651367,0.49563920497894287,1.699986219406128,0.0,-0.7237523794174194,-0.004115226678550243,0.0,-69.99717712402344,-0.8309367299079895,1.0339481830596924,0.0,0.0,100.00019073486328,0.0,0.0,-46.3097038269043,-25.121891021728516,497.0735168457031,11.654013633728027,-20.809677124023438,-17.657428741455078,-46.30970001220703,-25.08046531677246,6.729867935180664,11.649837493896484,-16.208391189575195,-1.5250300577918097e-08,0.0,-0.0006993986899033189,9.414947271579877e-05,0.0010004325304180384,-2.4031247911754372e-12,-1.7851848471694964e-11
0.013793103448275862,tensor(8.1064),46.3142204284668,0.8713037967681885,0.007239590864628553,46.322418212890625,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,1.2068965435028076,0.0,11.68874740600586,5.344152450561523,0.008308308199048042,1.2063621282577515,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.4970921576023102,1.3499878644943237,0.0,-0.42221441864967346,-0.003275436582043767,0.0,-34.99705123901367,-0.5921984910964966,1.206362009048462,0.0,0.0,100.00011444091797,0.0,0.0,2.6999998092651367,0.494184285402298,1.6999757289886475,0.0,-0.8444287180900574,-0.006550888065248728,0.0,-69.99409484863281,-1.1843980550765991,1.206362009048462,0.0,0.0,100.00011444091797,0.0,0.0,-46.311767578125,-25.2453556060791,496.9479064941406,11.693565368652344,-20.72232437133789,-17.772737503051758,-46.311763763427734,-25.19093132019043,6.657413482666016,11.68874740600586,-16.209115982055664,-2.3406897753375233e-08,0.0,-0.000699200143571943,9.206825779983774e-05,0.0010005180956795812,-2.350002571011034e-12,-1.7846783079145112e-11
0.015517241379310345,tensor(8.1074),46.317047119140625,0.9958815574645996,0.01064234972000122,46.32775115966797,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,1.3793103694915771,0.0,11.727027893066406,5.342960357666016,0.010684236884117126,1.3787760734558105,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700000047683716,0.4962606430053711,1.349980115890503,0.0,-0.4825476408004761,-0.0048874495550990105,0.0,-34.99473190307617,-0.8001269102096558,1.3787758350372314,0.0,0.0,100.0004653930664,0.0,0.0,2.700000047683716,0.4925212562084198,1.6999602317810059,0.0,-0.9650952219963074,-0.009774927981197834,0.0,-69.98945617675781,-1.6002557277679443,1.3787758350372314,0.0,0.0,100.0004653930664,0.0,0.0,-46.31421661376953,-25.368318557739258,496.7998046875,11.732468605041504,-20.619239807128906,-17.89249610900879,-46.3142204284668,-25.299562454223633,6.570427417755127,11.727027893066406,-16.209980010986328,-1.0978833842045788e-08,0.0,-0.0006989775574766099,8.957037789514288e-05,0.0010006078518927097,-2.286245628577155e-12,-1.7841103594484764e-11
0.017241379310344827,tensor(8.1084),46.32024002075195,1.1204707622528076,0.014967614784836769,46.33379364013672,True,0.03482499875826761,30.0,0.0,0.0,0.019999999552965164,10000.0,0.0,0.0,1.5517241954803467,0.0,11.76449203491211,5.348920822143555,0.0133574353531003,1.5511893033981323,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700000047683716,0.49532508850097656,1.3499687910079956,0.0,-0.542873203754425,-0.0069475737400352955,0.0,-34.99075698852539,-1.0392554998397827,1.5511894226074219,0.0,0.0,99.99954223632812,0.0,0.0,2.700000047683716,0.49065014719963074,1.6999375820159912,0.0,-1.0857465267181396,-0.013895174488425255,0.0,-69.98152160644531,-2.0785129070281982,1.5511894226074219,0.0,0.0,99.99954223632812,0.0,0.0,-46.317047119140625,-25.49009895324707,496.6289978027344,11.77050495147705,-20.500316619873047,-18.01627540588379,-46.317047119140625,-25.405973434448242,6.468879699707031,11.76449203491211,-16.210968017578125,-1.9246968463448866e-08,0.0,-0.0006987201049923897,8.665536734042689e-05,0.0010006849188357592,-2.2118411702881646e-12,-1.7834532461957764e-11
