time_seconds,TailDrive_friction,TailDrive_damping,TailDrive_stiffness,TailDrive_position_setpoint,TailDrive_velocity_setpoint,TailDrive_effort_setpoint,TailDrive_effort_measured,TailDrive_effort_applied,TailDrive_position,TailDrive_velocity,TrackDrive_friction,TrackDrive_damping,TrackDrive_stiffness,TrackDrive_position_setpoint,TrackDrive_velocity_setpoint,TrackDrive_effort_setpoint,TrackDrive_effort_measured,TrackDrive_effort_applied,TrackDrive_position,TrackDrive_velocity,Track_position_x,Track_position_y,Track_position_z,Track_velocity_x,Track_velocity_y,Track_velocity_z,Track_acceleration_x,Track_acceleration_y,Track_acceleration_z,Track_angular_velocity_x,Track_angular_velocity_y,Track_angular_velocity_z,Track_angular_acceleration_x,Track_angular_acceleration_y,Track_angular_acceleration_z,Body_position_x,Body_position_y,Body_position_z,Body_velocity_x,Body_velocity_y,Body_velocity_z,Body_acceleration_x,Body_acceleration_y,Body_acceleration_z,Body_angular_velocity_x,Body_angular_velocity_y,Body_angular_velocity_z,Body_angular_acceleration_x,Body_angular_acceleration_y,Body_angular_acceleration_z,Tail_position_x,Tail_position_y,Tail_position_z,Tail_velocity_x,Tail_velocity_y,Tail_velocity_z,Tail_acceleration_x,Tail_acceleration_y,Tail_acceleration_z,Tail_angular_velocity_x,Tail_angular_velocity_y,Tail_angular_velocity_z,Tail_angular_acceleration_x,Tail_angular_acceleration_y,Tail_angular_acceleration_z,Endeffector_position_x,Endeffector_position_y,Endeffector_position_z,Endeffector_velocity_x,Endeffector_velocity_y,Endeffector_velocity_z,Endeffector_acceleration_x,Endeffector_acceleration_y,Endeffector_acceleration_z,Endeffector_angular_velocity_x,Endeffector_angular_velocity_y,Endeffector_angular_velocity_z,Endeffector_angular_acceleration_x,Endeffector_angular_acceleration_y,Endeffector_angular_acceleration_z,TrackDrive_force_x,TrackDrive_force_y,TrackDrive_force_z,TrackDrive_torque_x,TrackDrive_torque_y,TrackDrive_torque_z,TailDrive_force_x,TailDrive_force_y,TailDrive_force_z,TailDrive_torque_x,TailDrive_torque_y,TailDrive_torque_z,Tail_Endeffector_FixedJoint_force_x,Tail_Endeffector_FixedJoint_force_y,Tail_Endeffector_FixedJoint_force_z,Tail_Endeffector_FixedJoint_torque_x,Tail_Endeffector_FixedJoint_torque_y,Tail_Endeffector_FixedJoint_torque_z
0.0017241379310344827,0.019999999552965164,10000.0,0.0,0.0,0.0,0.0,6.648938066788901e-10,0.0,-2.2303057857259553e-18,0.0,0.0,100000.0,0.0,0.0,-30.0,0.0,-847347.0625,-3000000.0,-0.037114694714546204,-28.81544303894043,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9628852605819702,1.5,1.0,-28.81544303894043,0.0,0.0,-16712.95703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6628851890563965,1.5,1.350000023841858,-28.81544303894043,-1.7347235018262012e-19,4.409290218521976e-29,-16712.95703125,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,2.6628851890563965,1.5,1.7000000476837158,-28.81544303894043,8.631243243548417e-20,4.409290218521976e-29,-16712.95703125,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,-847347.0625,1.1102230246251565e-16,497.36712646484375,0.0,-4099.5986328125,-1.1102230246251565e-16,-11699.2373046875,-1.5315728806174588e-17,6.867098331451416,6.648938066788901e-10,-4094.79150390625,1.1327564379826072e-06,-0.16712956130504608,-2.1879300806552295e-22,9.810000483412296e-05,-1.344156123211926e-12,-2.508813252630193e-12,-2.2899919738250674e-09
0.0034482758620689655,0.019999999552965164,10000.0,0.0,0.0,0.17241379618644714,0.0,11.439770698547363,30.0,0.00029526898288168013,0.1723354011774063,0.0,100000.0,0.0,0.0,-30.0,0.0,-33457.61328125,-118455.6953125,-0.08826197683811188,-29.953224182128906,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9117380380630493,1.5,1.0,-29.953224182128906,0.0,0.0,-659.913330078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6117382049560547,1.4998966455459595,1.350000023841858,-29.953224182128906,-0.06031740456819534,1.668605011106994e-11,-659.913330078125,-34.98409652709961,9.677909140748397e-09,0.1723354011774063,0.0,0.0,99.95453643798828,0.0,0.0,2.6117382049560547,1.499793291091919,1.7000000476837158,-29.953224182128906,-0.12063480913639069,1.668605011106994e-11,-659.913330078125,-69.96819305419922,9.677909140748397e-09,0.1723354011774063,0.0,0.0,99.95453643798828,0.0,0.0,-33457.61328125,-24.489561080932617,497.36712646484375,11.440475463867188,-166.49037170410156,-17.14269256591797,-461.9459533691406,-24.487539291381836,6.874329566955566,11.439770698547363,-161.6833953857422,7.115304470062256e-07,-0.006599133368581533,-0.0006996529409661889,9.830659837462008e-05,0.0009995453292503953,-2.509425610017213e-12,-1.0827898994092422e-10
0.005172413793103448,0.019999999552965164,10000.0,0.0,0.0,0.3448275923728943,0.0,11.443791389465332,30.0,0.0008878011722117662,0.3447493016719818,0.0,100000.0,0.0,0.0,-30.0,0.0,-1321.036376953125,-4677.58203125,-0.1399633139371872,-29.998149871826172,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8600367307662964,1.5,1.0,-29.998149871826172,0.0,0.0,-26.055940628051758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5600368976593018,1.4996892213821411,1.3499997854232788,-29.998149871826172,-0.12066208571195602,-5.3549894801108167e-05,-26.055940628051758,-34.99996566772461,-0.02072921022772789,0.3447493016719818,0.0,0.0,99.99986267089844,0.0,0.0,2.5600368976593018,1.4993784427642822,1.6999998092651367,-29.998149871826172,-0.24132417142391205,-0.00010710337664932013,-26.055940628051758,-69.99993133544922,-0.04145945608615875,0.3447493016719818,0.0,0.0,99.99986267089844,0.0,0.0,-1321.036376953125,-24.50066375732422,497.3526306152344,11.445199966430664,-11.180700302124023,-17.15236473083496,-18.23942756652832,-24.494592666625977,6.874339580535889,11.443791389465332,-6.383893013000488,4.190951585769653e-08,-0.00026055940543301404,-0.0006999121978878975,9.830683120526373e-05,0.0010000846814364195,-2.509247150339622e-12,-2.1435115835077845e-11
0.006896551724137931,0.019999999552965164,10000.0,0.0,0.0,0.517241358757019,0.0,11.441948890686035,30.0,0.0017775986343622208,0.5171629786491394,0.0,100000.0,0.0,0.0,-30.0,0.0,-52.16248321533203,-185.0128173828125,-0.19168654084205627,-29.999923706054688,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8083134889602661,1.5,1.0,-29.999923706054688,0.0,0.0,-1.0288456678390503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5083136558532715,1.4993778467178345,1.3499994277954102,-29.999923706054688,-0.18100734055042267,-0.0002324196684639901,-1.0288456678390503,-35.000038146972656,-0.07267135381698608,0.517163097858429,0.0,0.0,100.00035858154297,0.0,0.0,2.5083136558532715,1.498755693435669,1.6999989748001099,-29.999923706054688,-0.3620147705078125,-0.00046486439532600343,-1.0288456678390503,-70.00009155273438,-0.14534756541252136,0.517163097858429,0.0,0.0,100.00035858154297,0.0,0.0,-52.16248321533203,-24.500755310058594,497.3162536621094,11.444089889526367,-5.023434162139893,-17.15073585510254,-0.7202025651931763,-24.488582611083984,6.859771251678467,11.441948890686035,-0.25207459926605225,-1.0331859812140465e-08,-1.0288455086993054e-05,-0.0006998279714025557,9.789069008547813e-05,0.0010001759510487318,-2.498618065921443e-12,-1.800377728844449e-11
0.008620689655172414,0.019999999552965164,10000.0,0.0,0.0,0.6896551847457886,0.0,11.43935775756836,30.0,0.0029646630864590406,0.6895771026611328,0.0,100000.0,0.0,0.0,-30.0,0.0,-2.159424304962158,-7.62939453125,-0.24341049790382385,-29.99998664855957,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7565895318984985,1.5,1.0,-29.99998664855957,0.0,0.0,-0.042592186480760574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456589937210083,1.49896240234375,1.3499985933303833,-29.99998664855957,-0.24135145545005798,-0.0005904234712943435,-0.042592186480760574,-34.9998779296875,-0.155826136469841,0.6895773410797119,0.0,0.0,100.00028991699219,0.0,0.0,2.456589937210083,1.4979248046875,1.6999971866607666,-29.99998664855957,-0.48270297050476074,-0.0011808431008830667,-0.042592186480760574,-69.99976348876953,-0.31165170669555664,0.6895773410797119,0.0,0.0,100.00028991699219,0.0,0.0,-2.159424304962158,-24.50061798095703,497.258056640625,11.442181587219238,-4.741048812866211,-17.15045166015625,-0.029814966022968292,-24.48048210144043,6.830626010894775,11.43935775756836,-0.010435394942760468,-1.3398675946518779e-08,-4.259219963387295e-07,-0.0006997131276875734,9.705835691420361e-05,0.00100026186555624,-2.477373774872893e-12,-1.7865719320608875e-11
0.010344827586206896,0.019999999552965164,10000.0,0.0,0.0,0.8620689511299133,0.0,11.4360933303833,30.0,0.004448991268873215,0.8619912266731262,0.0,100000.0,0.0,0.0,-30.0,0.0,-0.8496090173721313,-1.33514404296875,-0.29513487219810486,-29.99998664855957,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7048650979995728,1.5,1.0,-29.99998664855957,0.0,0.0,-0.016757572069764137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.404865264892578,1.4984428882598877,1.3499964475631714,-29.99998664855957,-0.3016948103904724,-0.0011813770979642868,-0.016757572069764137,-34.999534606933594,-0.2701936364173889,0.8619915246963501,0.0,0.0,100.00043487548828,0.0,0.0,2.404865264892578,1.4968857765197754,1.6999931335449219,-29.99998664855957,-0.6033897399902344,-0.002362726256251335,-0.016757572069764137,-69.99907684326172,-0.54038405418396,0.8619915246963501,0.0,0.0,100.00043487548828,0.0,0.0,-0.8496090173721313,-24.50035285949707,497.177978515625,11.439597129821777,-4.678678512573242,-17.150283813476562,-0.011730472557246685,-24.470430374145508,6.786895275115967,11.4360933303833,-0.004105729516595602,-1.3480530469678342e-08,-1.6757570620029583e-07,-0.0006995713920332491,9.58094751695171e-05,0.0010003490606322885,-2.4454956289166052e-12,-1.7858553177929615e-11
0.01206896551724138,0.019999999552965164,10000.0,0.0,0.0,1.034482717514038,0.0,11.432062149047852,30.0,0.006230583880096674,1.0344058275222778,0.0,100000.0,0.0,0.0,-30.0,0.0,-0.8496090173721313,-1.33514404296875,-0.34685930609703064,-29.99998664855957,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.653140664100647,1.5,1.0,-29.99998664855957,0.0,0.0,-0.016757572069764137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3531410694122314,1.4978193044662476,1.349993348121643,-29.99998664855957,-0.3620365262031555,-0.0020590920466929674,-0.016757572069764137,-34.99855041503906,-0.41577214002609253,1.034406065940857,0.0,0.0,100.00003051757812,0.0,0.0,2.3531410694122314,1.4956386089324951,1.6999866962432861,-29.99998664855957,-0.7240731716156006,-0.00411815382540226,-0.016757572069764137,-69.99711608886719,-0.8315414786338806,1.034406065940857,0.0,0.0,100.00003051757812,0.0,0.0,-0.8496090173721313,-24.499650955200195,497.0760803222656,11.436219215393066,-4.6073408126831055,-17.14980125427246,-0.01173047162592411,-24.4582462310791,6.728570461273193,11.432062149047852,-0.004105728585273027,-1.3458702596835792e-08,-1.675757772545694e-07,-0.0006993983988650143,9.414408123120666e-05,0.0010004315990954638,-2.4029879648612695e-12,-1.785414871502411e-11
0.013793103448275862,0.019999999552965164,10000.0,0.0,0.0,1.2068965435028076,0.0,11.427404403686523,30.0,0.008309440687298775,1.2068201303482056,0.0,100000.0,0.0,0.0,-30.0,0.0,-0.8496090173721313,-1.33514404296875,-0.3985837399959564,-29.99998664855957,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6014162302017212,1.5,1.0,-29.99998664855957,0.0,0.0,-0.016757572069764137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3014161586761475,1.4970917701721191,1.3499878644943237,-29.99998664855957,-0.422374963760376,-0.003277376526966691,-0.016757572069764137,-34.99711227416992,-0.5925611257553101,1.2068206071853638,0.0,0.0,100.00035095214844,0.0,0.0,2.3014161586761475,1.4941835403442383,1.6999757289886475,-29.99998664855957,-0.8447501063346863,-0.006554759573191404,-0.016757572069764137,-69.9942398071289,-1.1851229667663574,1.2068206071853638,0.0,0.0,100.00035095214844,0.0,0.0,-0.8496090173721313,-24.49867820739746,496.95233154296875,11.432233810424805,-4.520713806152344,-17.14910888671875,-0.011730467900633812,-24.444217681884766,6.655638694763184,11.427404403686523,-0.004105725791305304,-1.3435055734589696e-08,-1.6757570620029583e-07,-0.000699201540555805,9.206186223309487e-05,0.0010005206568166614,-2.3498392901638576e-12,-1.7849114547496825e-11
0.015517241379310345,0.019999999552965164,10000.0,0.0,0.0,1.3793103694915771,0.0,11.422122955322266,30.0,0.0106855733320117,1.3792363405227661,0.0,100000.0,0.0,0.0,-30.0,0.0,-0.8496090173721313,-1.33514404296875,-0.4503081738948822,-29.99998664855957,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5496917963027954,1.5,1.0,-29.99998664855957,0.0,0.0,-0.016757572069764137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24969220161438,1.496260166168213,1.349980115890503,-29.99998664855957,-0.48270875215530396,-0.004890032112598419,-0.016757572069764137,-34.99489974975586,-0.8005571365356445,1.3792362213134766,0.0,0.0,100.00101470947266,0.0,0.0,2.24969220161438,1.4925203323364258,1.6999602317810059,-29.99998664855957,-0.9654174447059631,-0.009780009277164936,-0.016757572069764137,-69.98978424072266,-1.6011101007461548,1.3792362213134766,0.0,0.0,100.00101470947266,0.0,0.0,-0.8496090173721313,-24.49713134765625,496.80670166015625,11.427550315856934,-4.418789386749268,-17.148019790649414,-0.01173047162592411,-24.4283504486084,6.5680952072143555,11.422122955322266,-0.004105729516595602,-1.340231392532587e-08,-1.675757772545694e-07,-0.0006989809917286038,8.956291276263073e-05,0.0010006140219047666,-2.2860556763565354e-12,-1.7843492308711184e-11
0.017241379310344827,0.019999999552965164,10000.0,0.0,0.0,1.5517241954803467,0.0,11.415884971618652,30.0,0.01335896085947752,1.551650047302246,0.0,100000.0,0.0,0.0,-30.0,0.0,-0.8496090173721313,-1.33514404296875,-0.5020325779914856,-29.99998664855957,2.0,1.5,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4979674816131592,1.5,1.0,-29.99998664855957,0.0,0.0,-0.016757572069764137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.197968006134033,1.4953244924545288,1.3499689102172852,-29.99998664855957,-0.5430344343185425,-0.006950856186449528,-0.016757572069764137,-34.99065399169922,-1.0397498607635498,1.5516505241394043,0.0,0.0,99.99927520751953,0.0,0.0,2.197968006134033,1.4906489849090576,1.6999378204345703,-29.99998664855957,-1.086069107055664,-0.013901643455028534,-0.016757572069764137,-69.9813232421875,-2.079495429992676,1.5516505241394043,0.0,0.0,99.99927520751953,0.0,0.0,-0.8496090173721313,-24.4941349029541,496.6392822265625,11.421882629394531,-4.301584720611572,-17.14596176147461,-0.01173047162592411,-24.40996551513672,6.46591329574585,11.415884971618652,-0.004105728585273027,-1.338048605248332e-08,-1.675757630437147e-07,-0.0006987183005549014,8.664667257107794e-05,0.0010006827069446445,-2.2116199930449776e-12,-1.7836782398306106e-11
