time_seconds,Wind torque magnitude,e_F_x,e_F_y,e_F_z,F_sub_x,F_sub_y,F_sub_z,F_total,F_applied?,A_tilde,Wind_x,Wind_y,Wind_z,TailDrive_friction,TailDrive_damping,TailDrive_stiffness,TailDrive_position_setpoint,TailDrive_velocity_setpoint,TailDrive_effort_setpoint,TailDrive_effort_measured,TailDrive_effort_applied,TailDrive_position,TailDrive_velocity,Body_position_x,Body_position_y,Body_position_z,Body_velocity_x,Body_velocity_y,Body_velocity_z,Body_acceleration_x,Body_acceleration_y,Body_acceleration_z,Body_angular_velocity_x,Body_angular_velocity_y,Body_angular_velocity_z,Body_angular_acceleration_x,Body_angular_acceleration_y,Body_angular_acceleration_z,Tail_position_x,Tail_position_y,Tail_position_z,Tail_velocity_x,Tail_velocity_y,Tail_velocity_z,Tail_acceleration_x,Tail_acceleration_y,Tail_acceleration_z,Tail_angular_velocity_x,Tail_angular_velocity_y,Tail_angular_velocity_z,Tail_angular_acceleration_x,Tail_angular_acceleration_y,Tail_angular_acceleration_z,Endeffector_position_x,Endeffector_position_y,Endeffector_position_z,Endeffector_velocity_x,Endeffector_velocity_y,Endeffector_velocity_z,Endeffector_acceleration_x,Endeffector_acceleration_y,Endeffector_acceleration_z,Endeffector_angular_velocity_x,Endeffector_angular_velocity_y,Endeffector_angular_velocity_z,Endeffector_angular_acceleration_x,Endeffector_angular_acceleration_y,Endeffector_angular_acceleration_z,TailDrive_force_x,TailDrive_force_y,TailDrive_force_z,TailDrive_torque_x,TailDrive_torque_y,TailDrive_torque_z,Tail_Endeffector_FixedJoint_force_x,Tail_Endeffector_FixedJoint_force_y,Tail_Endeffector_FixedJoint_force_z,Tail_Endeffector_FixedJoint_torque_x,Tail_Endeffector_FixedJoint_torque_y,Tail_Endeffector_FixedJoint_torque_z
0.0017241379310344827,tensor(3.7140),"tensor(1., device='cuda:0')","tensor(-0., device='cuda:0')","tensor(-0., device='cuda:0')","tensor(42.4463, device='cuda:0')","tensor(-0., device='cuda:0')","tensor(-0., device='cuda:0')","tensor(42.4463, device='cuda:0')",True,0.03482500165409874,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,0.0,0.0,3.799357717326757e-09,0.0,-3.673237371516772e-18,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700000047683716,0.5,1.350000023841858,0.0,-3.469341021136419e-19,-1.828789769481611e-28,0.0,-7.112366251504909e-17,-1.4863401631812216e-25,0.0,0.0,0.0,2.706168622523819e-16,0.0,0.0,2.700000047683716,0.5,1.7000000476837158,0.0,1.7349352083642265e-19,-1.828789769481611e-28,0.0,7.4593109467002705e-16,-1.4863401631812216e-25,0.0,0.0,0.0,2.706168622523819e-16,0.0,0.0,0.0,-1.422489926262131e-16,19.620098114013672,3.799357717326757e-09,-2.176163604872272e-08,-1.5777549672519462e-25,0.0,7.459310392230766e-21,9.810000483412296e-05,-1.344156123211926e-12,-2.5039605805465825e-12,1.9039570096517219e-28
0.0034482758620689655,tensor(3.7141),"tensor(1.0000, device='cuda:0')","tensor(0.0027, device='cuda:0')","tensor(1.5893e-06, device='cuda:0')","tensor(42.4464, device='cuda:0')","tensor(0.1141, device='cuda:0')","tensor(6.7458e-05, device='cuda:0')","tensor(42.4466, device='cuda:0')",True,0.034825007445761,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,0.3448275923728943,0.0,65.53954315185547,21.484493255615234,0.0005933789652772248,0.3446127474308014,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.4997923672199249,1.3499999046325684,0.0,-0.12061445415019989,6.673294555836762e-11,0.0,-69.95638275146484,3.8705106675251955e-08,0.3446127474308014,0.0,0.0,199.87539672851562,0.0,0.0,2.6999998092651367,0.49958470463752747,1.6999998092651367,0.0,-0.24122890830039978,6.673294555836762e-11,0.0,-139.9127655029297,3.8705106675251955e-08,0.3446127474308014,0.0,0.0,199.87539672851562,0.0,0.0,-42.446250915527344,-139.90249633789062,19.703096389770508,65.53954315185547,-29.712373733520508,0.008813182823359966,-42.446250915527344,-0.0013990690931677818,9.893000242300332e-05,0.001998753985390067,-3.757575847695982e-12,-5.816298198624281e-07
0.005172413793103448,tensor(3.7142),"tensor(1.0000, device='cuda:0')","tensor(0.0054, device='cuda:0')","tensor(9.5842e-06, device='cuda:0')","tensor(42.4470, device='cuda:0')","tensor(0.2282, device='cuda:0')","tensor(0.0004, device='cuda:0')","tensor(42.4476, device='cuda:0')",True,0.03482505957072135,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,0.6896551847457886,0.0,65.653564453125,21.451711654663086,0.0017812849255278707,0.6894406676292419,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.4993765652179718,1.3499994277954102,0.0,-0.24130408465862274,-0.00021481614385265857,0.0,-70.00001525878906,-0.08309226483106613,0.6894405484199524,0.0,0.0,200.00013732910156,0.0,0.0,2.6999998092651367,0.4987531304359436,1.6999988555908203,0.0,-0.4826081693172455,-0.00042965137981809676,0.0,-140.00003051757812,-0.16619007289409637,0.6894405484199524,0.0,0.0,200.00013732910156,0.0,0.0,-42.44642639160156,-140.0806121826172,19.70339012145996,65.653564453125,-29.71248435974121,0.017647575587034225,-42.44642639160156,-0.11545585840940475,0.00023463252000510693,0.0020001735538244247,-7.221394923012658e-12,-5.845434429829766e-07
0.006896551724137931,tensor(3.7143),"tensor(1.0000, device='cuda:0')","tensor(0.0081, device='cuda:0')","tensor(2.8732e-05, device='cuda:0')","tensor(42.4478, device='cuda:0')","tensor(0.3423, device='cuda:0')","tensor(0.0012, device='cuda:0')","tensor(42.4492, device='cuda:0')",True,0.034825021924916655,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,1.034482717514038,0.0,65.72256469726562,21.409988403320312,0.0035637228284031153,1.0342686176300049,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.49875277280807495,1.3499977588653564,0.0,-0.3619920611381531,-0.0009316264186054468,0.0,-69.99939727783203,-0.29104968905448914,1.0342684984207153,0.0,0.0,199.99964904785156,0.0,0.0,2.6999998092651367,0.4975055158138275,1.699995517730713,0.0,-0.7239841222763062,-0.0018632608698680997,0.0,-139.99879455566406,-0.5821009278297424,1.0342684984207153,0.0,0.0,199.99964904785156,0.0,0.0,-42.44700622558594,-140.15963745117188,19.537174224853516,65.72256469726562,-29.712879180908203,0.026478592306375504,-42.44700622558594,-0.2295866459608078,0.0005035984795540571,0.0020003411918878555,-1.4086572186489121e-11,-5.874645694348146e-07
0.008620689655172414,tensor(3.7145),"tensor(0.9999, device='cuda:0')","tensor(0.0108, device='cuda:0')","tensor(6.3871e-05, device='cuda:0')","tensor(42.4490, device='cuda:0')","tensor(0.4565, device='cuda:0')","tensor(0.0027, device='cuda:0')","tensor(42.4515, device='cuda:0')",True,0.034825021924916655,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,1.3793103694915771,0.0,65.78828430175781,21.350383758544922,0.005940692964941263,1.3790968656539917,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700000047683716,0.49792081117630005,1.3499938249588013,0.0,-0.48267847299575806,-0.002365575637668371,0.0,-69.99845123291016,-0.6238453984260559,1.3790967464447021,0.0,0.0,200.00033569335938,0.0,0.0,2.700000047683716,0.4958415925502777,1.6999876499176025,0.0,-0.9653568863868713,-0.004731175024062395,0.0,-139.9969024658203,-1.2476941347122192,1.3790967464447021,0.0,0.0,200.00033569335938,0.0,0.0,-42.447818756103516,-140.22900390625,19.204553604125977,65.78828430175781,-29.713430404663086,0.03531414642930031,-42.447818756103516,-0.3437224328517914,0.0009078721050173044,0.002000520471483469,-2.4405307635921858e-11,-5.903889928049466e-07
0.010344827586206896,tensor(3.7148),"tensor(0.9999, device='cuda:0')","tensor(0.0134, device='cuda:0')","tensor(0.0001, device='cuda:0')","tensor(42.4506, device='cuda:0')","tensor(0.5706, device='cuda:0')","tensor(0.0051, device='cuda:0')","tensor(42.4544, device='cuda:0')",True,0.03482499875826761,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,1.7241379022598267,0.0,65.85001373291016,21.29077911376953,0.008912188932299614,1.723924994468689,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999998092651367,0.49688073992729187,1.3499860763549805,0.0,-0.6033563017845154,-0.004732057452201843,0.0,-69.99513244628906,-1.0814971923828125,1.723924994468689,0.0,0.0,200.00119018554688,0.0,0.0,2.6999998092651367,0.49376145005226135,1.699972152709961,0.0,-1.2067126035690308,-0.009464157745242119,0.0,-139.99026489257812,-2.162999391555786,1.723924994468689,0.0,0.0,200.00119018554688,0.0,0.0,-42.44902420043945,-140.2869873046875,18.705379486083984,65.85001373291016,-29.714248657226562,0.04415028914809227,-42.44902420043945,-0.45786893367767334,0.0014457356883212924,0.0020007011480629444,-3.8133794733052895e-11,-5.933189299867081e-07
0.01206896551724138,tensor(3.7151),"tensor(0.9999, device='cuda:0')","tensor(0.0161, device='cuda:0')","tensor(0.0002, device='cuda:0')","tensor(42.4524, device='cuda:0')","tensor(0.6848, device='cuda:0')","tensor(0.0085, device='cuda:0')","tensor(42.4579, device='cuda:0')",True,0.03482492925832048,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,2.068965435028076,0.0,65.90788269042969,21.147727966308594,0.012478210963308811,2.068753957748413,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999995708465576,0.49563267827033997,1.3499726057052612,0.0,-0.7240189909934998,-0.00824633426964283,0.0,-69.98821258544922,-1.6639862060546875,2.068753719329834,0.0,0.0,200.0007781982422,0.0,0.0,2.6999995708465576,0.49126535654067993,1.6999452114105225,0.0,-1.4480379819869995,-0.016492703929543495,0.0,-139.97642517089844,-3.3279762268066406,2.068753719329834,0.0,0.0,200.0007781982422,0.0,0.0,-42.4505500793457,-140.33421325683594,18.039501190185547,65.90788269042969,-29.71528434753418,0.05298217758536339,-42.4505500793457,-0.5720266699790955,0.0021159795578569174,0.002000869018957019,-5.5241776431014245e-11,-5.96253585172235e-07
0.013793103448275862,tensor(3.7155),"tensor(0.9998, device='cuda:0')","tensor(0.0188, device='cuda:0')","tensor(0.0003, device='cuda:0')","tensor(42.4548, device='cuda:0')","tensor(0.7989, device='cuda:0')","tensor(0.0133, device='cuda:0')","tensor(42.4623, device='cuda:0')",True,0.0348250450915657,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,2.4137930870056152,0.0,65.9627456665039,20.86162567138672,0.01663876697421074,2.4135844707489014,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999995708465576,0.4941767156124115,1.3499513864517212,0.0,-0.8446562886238098,-0.013123284094035625,0.0,-69.9765625,-2.371264696121216,2.413583517074585,0.0,0.0,200.00213623046875,0.0,0.0,2.6999995708465576,0.488353431224823,1.6999027729034424,0.0,-1.6893123388290405,-0.026246579363942146,0.0,-139.95309448242188,-4.74252986907959,2.413583517074585,0.0,0.0,200.00213623046875,0.0,0.0,-42.452354431152344,-140.37237548828125,17.20686149597168,65.9627456665039,-29.716506958007812,0.06181515008211136,-42.452354431152344,-0.6861985921859741,0.002921606181189418,0.0020010550506412983,-7.580661792738752e-11,-5.991925036141765e-07
0.015517241379310345,tensor(3.7159),"tensor(0.9998, device='cuda:0')","tensor(0.0215, device='cuda:0')","tensor(0.0005, device='cuda:0')","tensor(42.4573, device='cuda:0')","tensor(0.9130, device='cuda:0')","tensor(0.0195, device='cuda:0')","tensor(42.4671, device='cuda:0')",True,0.03482499875826761,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,2.7586207389831543,0.0,66.01329040527344,20.742416381835938,0.02139384113252163,2.758413314819336,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999995708465576,0.4925127625465393,1.3499197959899902,0.0,-0.965252161026001,-0.01957784965634346,0.0,-69.95657348632812,-3.203261375427246,2.7584121227264404,0.0,0.0,200.00071716308594,0.0,0.0,2.6999995708465576,0.4850254952907562,1.6998395919799805,0.0,-1.9305039644241333,-0.03915570303797722,0.0,-139.91311645507812,-6.406522274017334,2.7584121227264404,0.0,0.0,200.00071716308594,0.0,0.0,-42.45475387573242,-140.39883422851562,16.20734977722168,66.01329040527344,-29.718149185180664,0.07065512239933014,-42.45475387573242,-0.8003984093666077,0.003861635457724333,0.002001213375478983,-9.979940485127514e-11,-6.021402896294603e-07
0.017241379310344827,tensor(3.7164),"tensor(0.9997, device='cuda:0')","tensor(0.0242, device='cuda:0')","tensor(0.0006, device='cuda:0')","tensor(42.4603, device='cuda:0')","tensor(1.0271, device='cuda:0')","tensor(0.0275, device='cuda:0')","tensor(42.4727, device='cuda:0')",True,0.03482501034159213,"tensor(30., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')",0.019999999552965164,100000.0,0.0,0.0,3.1034483909606934,0.0,66.06133270263672,20.623207092285156,0.026743469759821892,3.1032421588897705,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999995708465576,0.4906410276889801,1.34987473487854,0.0,-1.0857877731323242,-0.027825208380818367,0.0,-69.92759704589844,-4.159945011138916,3.103241443634033,0.0,0.0,200.00161743164062,0.0,0.0,2.6999995708465576,0.4812820553779602,1.69974946975708,0.0,-2.1715753078460693,-0.0556504987180233,0.0,-139.8551788330078,-8.319894790649414,3.103241443634033,0.0,0.0,200.00161743164062,0.0,0.0,-42.457279205322266,-140.4176025390625,15.040719032287598,66.06133270263672,-29.719873428344727,0.07948984950780869,-42.457279205322266,-0.9146124124526978,0.004938081838190556,0.002001394983381033,-1.2727421894176416e-10,-6.050901220078231e-07
